OrderID,OrderDate,ShipDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount,Sales,ShippingCost,Profit,Category,SubCategory
ORD002659,2019-01-05,2019-01-08,C01287,P0104,South,1,106.35,0.1,95.72,9.43,8.66,Home & Kitchen,Bedding
ORD002660,2023-07-01,2023-07-04,C01645,P0102,North,1,108.96,0.1,98.06,6.03,21.18,Home & Kitchen,Bedding
ORD002661,2024-11-25,2024-11-26,C02441,P0023,North,1,129.54,0.0,129.54,13.97,20.0,Fashion,Accessories
ORD002662,2020-06-15,2020-06-19,C00757,P0061,North,1,252.32,0.0,252.32,19.17,52.01,Electronics,Wearable
ORD002663,2022-12-28,2022-12-29,C00380,P0101,East,2,137.36,0.3,192.3,7.87,22.26,Home & Kitchen,Bedding
ORD002664,2023-08-06,2023-08-10,C00187,P0062,East,1,317.17,0.1,285.45,17.2,52.86,Electronics,Wearable
ORD002665,2024-02-14,2024-02-17,C00561,P0076,North,1,124.08,0.0,124.08,7.58,18.04,Home & Kitchen,Furniture
ORD002666,2021-09-15,2021-09-17,C02793,P0098,North,1,149.04,0.0,149.04,4.09,39.58,Home & Kitchen,Decor
ORD002667,2020-11-27,2020-11-30,C02355,P0037,South,1,292.77,0.0,292.77,12.82,56.36,Electronics,Mobile
ORD002668,2020-12-22,2020-12-23,C00966,P0012,West,2,36.14,0.1,65.05,4.53,13.11,Fashion,Footwear
ORD002669,2023-05-13,2023-05-14,C01849,P0068,North,1,231.1,0.0,231.1,17.71,18.57,Electronics,Wearable
ORD002670,2023-12-13,2023-12-15,C02784,P0080,West,1,79.02,0.05,75.07,5.69,15.42,Home & Kitchen,Furniture
ORD002671,2020-02-13,2020-02-14,C00319,P0093,East,1,118.82,0.1,106.94,4.29,23.9,Home & Kitchen,Decor
ORD002672,2021-04-19,2021-04-20,C00269,P0005,Central,1,93.5,0.05,88.83,5.63,13.49,Fashion,Clothing
ORD002673,2024-07-17,2024-07-21,C00703,P0102,Central,1,108.96,0.0,108.96,6.07,27.68,Home & Kitchen,Bedding
ORD002674,2023-12-01,2023-12-05,C00823,P0014,South,1,76.77,0.05,72.93,8.65,13.87,Fashion,Footwear
ORD002675,2024-12-14,2024-12-15,C02292,P0022,West,1,66.6,0.25,49.95,0.76,8.06,Fashion,Accessories
ORD002676,2023-09-10,2023-09-20,C00889,P0091,North,2,105.86,0.0,211.72,3.67,38.99,Home & Kitchen,Decor
ORD002677,2021-06-22,2021-06-24,C01147,P0059,North,2,257.31,0.15,437.43,9.37,40.81,Electronics,Audio
ORD002678,2022-09-19,2022-09-23,C02188,P0088,West,1,148.6,0.1,133.74,12.63,23.24,Home & Kitchen,Cookware
ORD002679,2022-12-25,2022-12-28,C00974,P0088,North,1,148.6,0.05,141.17,11.6,28.73,Home & Kitchen,Cookware
ORD002680,2019-08-15,2019-08-18,C00353,P0091,West,1,105.86,0.1,95.27,5.66,9.32,Home & Kitchen,Decor
ORD002681,2022-05-09,2022-05-10,C02255,P0002,North,3,55.09,0.05,157.01,2.29,46.33,Fashion,Clothing
ORD002682,2023-05-04,2023-05-07,C00034,P0001,Central,1,75.87,0.1,68.28,2.91,18.48,Fashion,Clothing
ORD002683,2020-01-03,2020-01-06,C00343,P0004,South,1,55.09,0.05,52.34,2.42,15.7,Fashion,Clothing
ORD002684,2023-11-03,2023-11-04,C02128,P0018,Central,1,88.74,0.0,88.74,8.3,21.49,Fashion,Footwear
ORD002685,2022-08-30,2022-09-01,C02802,P0032,South,1,292.4,0.0,292.4,18.32,56.33,Electronics,Mobile
ORD002686,2024-11-08,2024-11-09,C01251,P0064,North,1,203.37,0.2,162.7,19.53,-7.09,Electronics,Wearable
ORD002687,2019-05-03,2019-05-08,C02941,P0096,Central,1,81.09,0.25,60.82,8.72,-0.7,Home & Kitchen,Decor
ORD002688,2020-10-07,2020-10-08,C01131,P0009,Central,1,64.1,0.05,60.89,7.89,9.45,Fashion,Clothing
ORD002689,2022-10-13,2022-10-16,C00115,P0052,West,1,301.47,0.05,286.4,12.65,56.62,Electronics,Audio
ORD002690,2020-11-21,2020-11-22,C00795,P0097,West,1,139.5,0.25,104.62,9.59,13.58,Home & Kitchen,Decor
ORD002691,2023-05-19,2023-05-20,C02763,P0001,North,1,75.87,0.0,75.87,10.88,15.06,Fashion,Clothing
ORD002692,2023-09-24,2023-09-29,C02379,P0053,East,1,312.51,0.1,281.26,12.77,53.55,Electronics,Audio
ORD002693,2019-10-15,2019-10-16,C01325,P0007,West,1,41.46,0.05,39.39,3.4,6.21,Fashion,Clothing
ORD002694,2022-02-10,2022-02-14,C01731,P0110,East,2,139.75,0.0,279.5,9.75,78.67,Home & Kitchen,Bedding
ORD002695,2022-01-26,2022-01-27,C02137,P0021,West,1,53.07,0.05,50.42,0.15,15.92,Fashion,Accessories
ORD002696,2021-04-14,2021-04-15,C02404,P0071,Central,1,92.35,0.0,92.35,7.59,20.27,Home & Kitchen,Furniture
ORD002697,2024-10-09,2024-10-12,C02650,P0091,Central,1,105.86,0.1,95.27,7.19,7.79,Home & Kitchen,Decor
ORD002698,2023-12-25,2023-12-30,C01199,P0098,East,1,149.04,0.15,126.68,10.38,19.88,Home & Kitchen,Decor
ORD002699,2023-03-30,2023-04-03,C00214,P0092,Central,1,123.65,0.0,123.65,9.49,17.21,Home & Kitchen,Decor
ORD002700,2023-05-18,2023-05-19,C01686,P0093,West,1,118.82,0.25,89.11,5.87,11.63,Home & Kitchen,Decor
ORD002701,2021-11-19,2021-11-22,C00378,P0036,East,2,272.55,0.0,545.1,19.12,82.0,Electronics,Mobile
ORD002702,2024-09-10,2024-09-14,C02168,P0076,West,1,124.08,0.0,124.08,8.72,16.9,Home & Kitchen,Furniture
ORD002703,2023-03-22,2023-03-27,C01585,P0103,Central,1,184.95,0.05,175.7,9.36,35.35,Home & Kitchen,Bedding
ORD002704,2023-06-30,2023-07-03,C01681,P0090,North,5,134.64,0.05,639.54,8.97,122.33,Home & Kitchen,Cookware
ORD002705,2024-03-23,2024-03-25,C02576,P0079,West,1,120.28,0.05,114.27,3.18,20.51,Home & Kitchen,Furniture
ORD002706,2020-10-23,2020-11-02,C02011,P0024,Central,1,101.61,0.1,91.45,3.76,27.88,Fashion,Accessories
ORD002707,2023-12-02,2023-12-03,C00324,P0076,Central,1,124.08,0.25,93.06,9.0,-1.99,Home & Kitchen,Furniture
ORD002708,2020-03-23,2020-03-26,C00003,P0019,East,1,28.35,0.1,25.52,0.0,7.08,Fashion,Footwear
ORD002709,2021-02-04,2021-02-07,C01543,P0012,West,1,36.14,0.05,34.33,5.83,4.08,Fashion,Footwear
ORD002710,2021-01-07,2021-01-12,C01327,P0099,South,1,84.07,0.0,84.07,6.91,14.51,Home & Kitchen,Decor
ORD002711,2024-12-07,2024-12-09,C02845,P0072,West,1,128.1,0.2,102.48,10.07,7.2,Home & Kitchen,Furniture
ORD002712,2024-03-08,2024-03-12,C00946,P0053,West,1,312.51,0.0,312.51,16.26,68.81,Electronics,Audio
ORD002713,2023-04-10,2023-04-14,C02964,P0058,East,1,244.15,0.1,219.74,12.22,10.37,Electronics,Audio
ORD002714,2023-06-24,2023-07-04,C02331,P0028,West,1,12.9,0.0,12.9,3.87,0.7,Fashion,Accessories
ORD002715,2022-06-29,2022-07-01,C00968,P0006,South,5,88.06,0.15,374.25,1.76,122.16,Fashion,Clothing
ORD002716,2024-11-02,2024-11-03,C00435,P0004,West,1,55.09,0.1,49.58,1.81,14.65,Fashion,Clothing
ORD002717,2021-12-27,2021-12-29,C00926,P0090,South,2,134.64,0.0,269.28,9.63,50.97,Home & Kitchen,Cookware
ORD002718,2021-05-16,2021-05-17,C01624,P0038,West,1,249.72,0.1,224.75,15.15,37.55,Electronics,Mobile
ORD002719,2019-12-28,2019-12-31,C02034,P0054,Central,1,250.22,0.05,237.71,14.13,25.07,Electronics,Audio
ORD002720,2023-11-09,2023-11-12,C00924,P0108,South,4,141.35,0.1,508.86,13.36,138.88,Home & Kitchen,Bedding
ORD002721,2023-07-15,2023-07-16,C02673,P0097,West,1,139.5,0.25,104.62,3.79,19.38,Home & Kitchen,Decor
ORD002722,2021-05-27,2021-05-29,C01974,P0012,West,2,36.14,0.0,72.28,8.45,13.53,Fashion,Footwear
ORD002723,2019-03-14,2019-03-18,C00759,P0029,North,1,19.12,0.05,18.16,4.67,0.81,Fashion,Accessories
ORD002724,2024-01-18,2024-01-25,C01194,P0001,South,1,75.87,0.25,56.9,2.97,11.59,Fashion,Clothing
ORD002725,2019-02-02,2019-02-04,C01840,P0109,South,1,95.52,0.1,85.97,13.23,5.61,Home & Kitchen,Bedding
ORD002726,2023-04-18,2023-04-21,C00684,P0039,North,1,238.09,0.2,190.47,11.36,18.92,Electronics,Mobile
ORD002727,2024-11-29,2024-12-02,C01843,P0055,South,1,244.91,0.15,208.17,17.87,10.13,Electronics,Audio
ORD002728,2021-10-18,2021-10-20,C00532,P0066,Central,1,222.52,0.1,200.27,16.07,1.75,Electronics,Wearable
ORD002729,2020-07-16,2020-07-17,C00104,P0085,East,1,140.59,0.0,140.59,11.68,21.63,Home & Kitchen,Cookware
ORD002730,2023-04-21,2023-04-23,C01118,P0009,West,1,64.1,0.15,54.48,5.83,7.66,Fashion,Clothing
ORD002731,2023-12-13,2023-12-17,C00105,P0032,East,2,292.4,0.05,555.56,15.44,116.32,Electronics,Mobile
ORD002732,2022-05-14,2022-05-16,C02549,P0059,Central,2,257.31,0.1,463.16,11.26,54.36,Electronics,Audio
ORD002733,2024-11-25,2024-11-26,C00399,P0026,West,1,76.46,0.0,76.46,0.75,18.07,Fashion,Accessories
ORD002734,2019-05-29,2019-06-03,C02487,P0091,East,1,105.86,0.1,95.27,2.62,12.36,Home & Kitchen,Decor
ORD002735,2022-01-15,2022-01-18,C02229,P0013,Central,2,39.86,0.0,79.72,7.31,17.59,Fashion,Footwear
ORD002736,2023-05-30,2023-05-31,C00496,P0027,South,1,27.38,0.1,24.64,8.63,-2.71,Fashion,Accessories
ORD002737,2024-03-26,2024-03-29,C00851,P0009,East,1,64.1,0.05,60.89,5.41,11.93,Fashion,Clothing
ORD002738,2020-02-06,2020-02-09,C00254,P0037,Central,2,292.77,0.05,556.26,15.63,105.16,Electronics,Mobile
ORD002739,2023-11-24,2023-11-28,C01121,P0076,East,1,124.08,0.05,117.88,7.15,14.75,Home & Kitchen,Furniture
ORD002740,2022-06-02,2022-06-06,C00286,P0001,East,1,75.87,0.05,72.08,3.26,20.4,Fashion,Clothing
ORD002741,2021-07-01,2021-07-02,C02482,P0093,Central,1,118.82,0.0,118.82,13.58,21.74,Home & Kitchen,Decor
ORD002742,2019-11-23,2019-11-30,C00027,P0032,South,1,292.4,0.05,277.78,12.73,53.15,Electronics,Mobile
ORD002743,2024-04-02,2024-04-05,C00275,P0042,North,1,264.79,0.05,251.55,15.2,34.89,Electronics,Laptop
ORD002744,2019-12-21,2019-12-22,C01101,P0062,Central,1,317.17,0.0,317.17,16.99,72.1,Electronics,Wearable
ORD002745,2020-12-04,2020-12-05,C01068,P0103,Central,2,184.95,0.25,277.42,3.59,41.44,Home & Kitchen,Bedding
ORD002746,2020-11-13,2020-11-14,C01953,P0103,East,1,184.95,0.0,184.95,9.21,41.05,Home & Kitchen,Bedding
ORD002747,2024-04-20,2024-04-24,C01257,P0012,North,1,36.14,0.05,34.33,7.29,2.62,Fashion,Footwear
ORD002748,2023-01-18,2023-01-21,C01432,P0006,East,1,88.06,0.05,83.66,7.57,22.5,Fashion,Clothing
ORD002749,2023-11-22,2023-11-26,C01822,P0035,East,3,198.01,0.25,445.52,11.16,-15.75,Electronics,Mobile
ORD002750,2020-08-29,2020-09-02,C00235,P0007,West,1,41.46,0.25,31.09,5.52,-0.89,Fashion,Clothing
ORD002751,2022-11-15,2022-11-16,C02835,P0088,North,1,148.6,0.0,148.6,8.33,36.46,Home & Kitchen,Cookware
ORD002752,2022-07-26,2022-07-29,C00612,P0030,North,2,30.05,0.0,60.1,0.89,14.43,Fashion,Accessories
ORD002753,2023-12-31,2024-01-02,C01325,P0012,West,1,36.14,0.05,34.33,6.43,3.48,Fashion,Footwear
ORD002754,2024-07-29,2024-07-30,C02735,P0063,South,1,244.59,0.15,207.9,13.6,9.35,Electronics,Wearable
ORD002755,2019-02-05,2019-02-06,C02294,P0073,North,1,149.6,0.15,127.16,10.8,17.24,Home & Kitchen,Furniture
ORD002756,2023-01-22,2023-01-25,C02581,P0061,North,2,252.32,0.05,479.41,5.78,121.44,Electronics,Wearable
ORD002757,2019-05-30,2019-05-31,C02277,P0033,West,1,230.91,0.0,230.91,18.42,16.63,Electronics,Mobile
ORD002758,2022-05-21,2022-05-22,C02716,P0061,West,1,252.32,0.15,214.47,13.01,35.46,Electronics,Wearable
ORD002759,2020-11-11,2020-11-16,C01169,P0081,West,1,118.69,0.0,118.69,5.1,21.18,Home & Kitchen,Cookware
ORD002760,2020-12-01,2020-12-05,C01132,P0085,West,1,140.59,0.1,126.53,6.85,18.02,Home & Kitchen,Cookware
ORD002761,2021-02-26,2021-03-05,C00834,P0013,North,1,39.86,0.05,37.87,5.55,5.7,Fashion,Footwear
ORD002762,2022-11-11,2022-11-13,C01389,P0066,Central,1,222.52,0.15,189.14,11.68,-0.54,Electronics,Wearable
ORD002763,2021-01-02,2021-01-06,C01606,P0038,East,2,249.72,0.05,474.47,11.55,108.83,Electronics,Mobile
ORD002764,2023-07-10,2023-07-13,C00212,P0067,South,1,253.54,0.1,228.19,11.22,17.55,Electronics,Wearable
ORD002765,2021-07-24,2021-07-28,C00061,P0046,Central,3,304.09,0.0,912.27,17.7,232.02,Electronics,Laptop
ORD002766,2019-07-17,2019-07-18,C00118,P0083,East,1,103.11,0.4,61.87,5.19,0.3,Home & Kitchen,Cookware
ORD002767,2023-11-07,2023-11-08,C01321,P0024,Central,1,101.61,0.25,76.21,7.09,15.41,Fashion,Accessories
ORD002768,2020-11-08,2020-11-10,C01608,P0095,North,1,123.98,0.0,123.98,3.54,25.75,Home & Kitchen,Decor
ORD002769,2021-10-09,2021-10-11,C01917,P0089,West,1,117.38,0.05,111.51,9.52,11.99,Home & Kitchen,Cookware
ORD002770,2023-02-24,2023-02-28,C02976,P0019,West,1,28.35,0.0,28.35,8.37,0.41,Fashion,Footwear
ORD002771,2020-12-30,2021-01-03,C00817,P0084,West,5,132.52,0.0,662.6,5.19,201.81,Home & Kitchen,Cookware
ORD002772,2019-06-13,2019-06-15,C02858,P0046,West,1,304.09,0.0,304.09,13.25,69.99,Electronics,Laptop
ORD002773,2021-04-27,2021-05-01,C02147,P0085,South,1,140.59,0.0,140.59,2.22,31.09,Home & Kitchen,Cookware
ORD002774,2024-10-30,2024-10-31,C02009,P0088,North,1,148.6,0.0,148.6,8.6,36.19,Home & Kitchen,Cookware
ORD002775,2022-12-03,2022-12-08,C02954,P0070,South,2,263.41,0.0,526.82,15.77,111.35,Electronics,Wearable
ORD002776,2023-01-15,2023-01-17,C02419,P0050,East,1,264.68,0.1,238.21,14.81,42.53,Electronics,Laptop
ORD002777,2022-11-24,2022-11-28,C00976,P0074,East,2,137.25,0.0,274.5,11.58,47.22,Home & Kitchen,Furniture
ORD002778,2020-04-03,2020-04-13,C00496,P0078,South,1,134.32,0.0,134.32,6.64,30.21,Home & Kitchen,Furniture
ORD002779,2021-09-02,2021-09-03,C01921,P0037,South,2,292.77,0.0,585.54,13.9,124.46,Electronics,Mobile
ORD002780,2023-09-01,2023-09-05,C02921,P0075,Central,1,90.93,0.05,86.38,4.93,13.14,Home & Kitchen,Furniture
ORD002781,2019-10-12,2019-10-14,C01963,P0108,East,1,141.35,0.15,120.15,10.02,23.8,Home & Kitchen,Bedding
ORD002782,2020-10-30,2020-11-03,C01091,P0069,Central,1,250.33,0.05,237.81,13.81,22.21,Electronics,Wearable
ORD002783,2020-10-27,2020-11-03,C01724,P0037,West,1,292.77,0.1,263.49,12.72,38.89,Electronics,Mobile
ORD002784,2021-10-07,2021-10-14,C01078,P0051,Central,1,287.29,0.0,287.29,18.21,59.05,Electronics,Audio
ORD002785,2024-12-09,2024-12-12,C02410,P0044,East,1,230.16,0.0,230.16,17.18,14.2,Electronics,Laptop
ORD002786,2019-07-14,2019-07-16,C00897,P0016,East,1,39.18,0.05,37.22,0.15,8.16,Fashion,Footwear
ORD002787,2022-02-24,2022-03-06,C00795,P0070,West,1,263.41,0.0,263.41,13.41,50.15,Electronics,Wearable
ORD002788,2020-02-06,2020-02-08,C02332,P0067,South,1,253.54,0.0,253.54,15.59,28.39,Electronics,Wearable
ORD002789,2024-11-29,2024-11-30,C00204,P0065,North,1,257.75,0.2,206.2,17.02,7.75,Electronics,Wearable
ORD002790,2019-11-02,2019-11-04,C00213,P0026,West,1,76.46,0.0,76.46,8.6,10.22,Fashion,Accessories
ORD002791,2021-07-22,2021-08-01,C02271,P0088,South,1,148.6,0.1,133.74,6.31,29.56,Home & Kitchen,Cookware
ORD002792,2023-07-25,2023-08-01,C02826,P0025,South,1,69.95,0.15,59.46,4.95,14.33,Fashion,Accessories
ORD002793,2023-04-20,2023-04-24,C00166,P0042,West,2,264.79,0.0,529.58,12.87,103.19,Electronics,Laptop
ORD002794,2021-09-15,2021-09-18,C01457,P0061,East,1,252.32,0.0,252.32,11.37,59.81,Electronics,Wearable
ORD002795,2021-02-07,2021-02-09,C00869,P0084,North,1,132.52,0.1,119.27,12.54,20.91,Home & Kitchen,Cookware
ORD002796,2021-07-04,2021-07-05,C00500,P0059,Central,4,257.31,0.1,926.32,15.58,115.67,Electronics,Audio
ORD002797,2020-10-05,2020-10-09,C00879,P0094,East,1,78.65,0.0,78.65,7.78,15.21,Home & Kitchen,Decor
ORD002798,2020-04-21,2020-04-22,C00391,P0020,North,5,48.17,0.05,228.81,2.94,46.88,Fashion,Footwear
ORD002799,2021-12-12,2021-12-19,C02926,P0003,East,1,46.53,0.05,44.2,5.92,3.89,Fashion,Clothing
ORD002800,2020-10-13,2020-10-14,C00686,P0013,South,2,39.86,0.05,75.73,6.5,16.01,Fashion,Footwear
ORD002801,2020-11-10,2020-11-11,C01328,P0008,West,1,68.9,0.25,51.68,3.08,4.64,Fashion,Clothing
ORD002802,2022-12-20,2022-12-23,C01153,P0020,Central,1,48.17,0.1,43.35,6.12,2.4,Fashion,Footwear
ORD002803,2024-11-27,2024-11-30,C02496,P0100,North,1,109.15,0.1,98.24,8.72,10.96,Home & Kitchen,Decor
ORD002804,2022-10-17,2022-10-21,C02699,P0067,East,1,253.54,0.0,253.54,15.34,28.64,Electronics,Wearable
ORD002805,2019-08-10,2019-08-12,C02699,P0033,East,1,230.91,0.15,196.27,16.39,-2.12,Electronics,Mobile
ORD002806,2019-08-06,2019-08-08,C01990,P0028,Central,1,12.9,0.1,11.61,6.95,-3.15,Fashion,Accessories
ORD002807,2024-11-08,2024-11-11,C02459,P0002,West,1,55.09,0.0,55.09,13.01,4.85,Fashion,Clothing
ORD002808,2020-11-22,2020-11-23,C02362,P0012,Central,1,36.14,0.2,28.91,6.66,-0.01,Fashion,Footwear
ORD002809,2019-09-23,2019-09-27,C02538,P0100,East,2,109.15,0.05,207.38,9.49,36.42,Home & Kitchen,Decor
ORD002810,2022-10-08,2022-10-09,C02572,P0032,South,1,292.4,0.05,277.78,20.78,45.1,Electronics,Mobile
ORD002811,2022-11-14,2022-11-24,C01142,P0049,Central,1,233.01,0.05,221.36,9.7,20.56,Electronics,Laptop
ORD002812,2022-12-11,2022-12-12,C01587,P0030,Central,1,30.05,0.25,22.54,5.42,-2.27,Fashion,Accessories
ORD002813,2020-10-11,2020-10-18,C02113,P0104,West,1,106.35,0.0,106.35,9.16,15.31,Home & Kitchen,Bedding
ORD002814,2019-02-13,2019-02-15,C00410,P0081,West,1,118.69,0.0,118.69,7.65,18.63,Home & Kitchen,Cookware
ORD002815,2024-11-23,2024-11-24,C01741,P0089,East,1,117.38,0.0,117.38,9.09,15.94,Home & Kitchen,Cookware
ORD002816,2020-08-30,2020-09-03,C01122,P0063,South,1,244.59,0.0,244.59,18.52,26.44,Electronics,Wearable
ORD002817,2023-01-28,2023-01-30,C01224,P0060,East,1,251.69,0.0,251.69,13.56,41.45,Electronics,Audio
ORD002818,2023-04-26,2023-04-27,C01998,P0042,North,1,264.79,0.0,264.79,10.37,47.66,Electronics,Laptop
ORD002819,2022-10-28,2022-11-01,C00693,P0001,South,1,75.87,0.05,72.08,2.82,20.84,Fashion,Clothing
ORD002820,2020-12-08,2020-12-09,C01692,P0043,West,1,226.01,0.2,180.81,12.48,-5.62,Electronics,Laptop
ORD002821,2020-10-18,2020-10-22,C02974,P0041,South,5,292.78,0.0,1463.9,10.74,303.61,Electronics,Laptop
ORD002822,2022-10-06,2022-10-08,C00343,P0005,South,2,93.5,0.1,168.3,5.68,26.94,Fashion,Clothing
ORD002823,2024-04-05,2024-04-15,C01786,P0006,East,1,88.06,0.15,74.85,0.17,24.61,Fashion,Clothing
ORD002824,2024-11-02,2024-11-04,C00134,P0060,South,1,251.69,0.1,226.52,14.45,25.46,Electronics,Audio
ORD002825,2019-10-21,2019-10-22,C01969,P0089,North,3,117.38,0.0,352.14,9.88,65.21,Home & Kitchen,Cookware
ORD002826,2019-12-18,2019-12-19,C01843,P0065,South,1,257.75,0.0,257.75,19.05,36.65,Electronics,Wearable
ORD002827,2024-10-30,2024-11-02,C02581,P0052,North,1,301.47,0.05,286.4,14.79,54.48,Electronics,Audio
ORD002828,2023-07-21,2023-07-26,C02290,P0087,West,1,68.47,0.15,58.2,6.02,5.09,Home & Kitchen,Cookware
ORD002829,2024-05-23,2024-05-25,C00549,P0069,West,3,250.33,0.15,638.34,15.23,47.77,Electronics,Wearable
ORD002830,2020-04-13,2020-04-16,C01401,P0001,South,1,75.87,0.25,56.9,6.81,7.75,Fashion,Clothing
ORD002831,2022-09-10,2022-09-11,C00619,P0047,East,1,253.46,0.05,240.79,13.14,43.41,Electronics,Laptop
ORD002832,2023-04-10,2023-04-13,C01296,P0034,West,1,256.12,0.05,243.31,18.1,42.81,Electronics,Mobile
ORD002833,2023-02-09,2023-02-12,C01166,P0002,Central,1,55.09,0.0,55.09,7.87,9.99,Fashion,Clothing
ORD002834,2021-08-04,2021-08-07,C02719,P0052,South,1,301.47,0.15,256.25,17.08,34.1,Electronics,Audio
ORD002835,2019-02-14,2019-02-15,C00058,P0008,East,1,68.9,0.05,65.45,6.43,9.55,Fashion,Clothing
ORD002836,2022-08-28,2022-08-29,C02972,P0087,North,2,68.47,0.1,123.25,8.86,17.46,Home & Kitchen,Cookware
ORD002837,2020-09-06,2020-09-08,C01034,P0102,South,3,108.96,0.0,326.88,11.96,89.29,Home & Kitchen,Bedding
ORD002838,2021-11-06,2021-11-07,C01720,P0065,Central,3,257.75,0.15,657.26,14.1,83.41,Electronics,Wearable
ORD002839,2024-11-15,2024-11-18,C02998,P0083,South,1,103.11,0.0,103.11,2.91,27.33,Home & Kitchen,Cookware
ORD002840,2021-07-09,2021-07-11,C02003,P0099,South,1,84.07,0.1,75.66,9.42,6.96,Home & Kitchen,Decor
ORD002841,2024-01-20,2024-01-25,C02834,P0105,West,1,76.29,0.0,76.29,4.69,10.86,Home & Kitchen,Bedding
ORD002842,2020-03-04,2020-03-07,C02183,P0074,North,1,137.25,0.05,130.39,18.15,7.13,Home & Kitchen,Furniture
ORD002843,2023-01-18,2023-01-19,C00704,P0088,North,1,148.6,0.0,148.6,12.59,32.2,Home & Kitchen,Cookware
ORD002844,2024-12-05,2024-12-07,C02874,P0108,Central,2,141.35,0.0,282.7,8.95,84.13,Home & Kitchen,Bedding
ORD002845,2019-10-13,2019-10-17,C00873,P0094,East,1,78.65,0.05,74.72,1.37,19.26,Home & Kitchen,Decor
ORD002846,2019-01-25,2019-01-29,C01294,P0072,Central,1,128.1,0.0,128.1,3.82,28.82,Home & Kitchen,Furniture
ORD002847,2021-10-10,2021-10-15,C02184,P0023,West,3,129.54,0.05,369.19,6.74,83.51,Fashion,Accessories
ORD002848,2019-09-24,2019-09-29,C01737,P0059,Central,1,257.31,0.1,231.58,17.47,15.34,Electronics,Audio
ORD002849,2023-08-25,2023-08-28,C01021,P0064,North,1,203.37,0.0,203.37,15.68,21.16,Electronics,Wearable
ORD002850,2024-08-22,2024-08-23,C01637,P0073,West,1,149.6,0.05,142.12,5.64,31.37,Home & Kitchen,Furniture
ORD002851,2021-10-11,2021-10-14,C02741,P0099,South,1,84.07,0.0,84.07,6.21,15.21,Home & Kitchen,Decor
ORD002852,2020-09-22,2020-09-25,C00445,P0076,West,1,124.08,0.05,117.88,7.52,14.38,Home & Kitchen,Furniture
ORD002853,2021-10-12,2021-10-14,C02628,P0012,West,1,36.14,0.0,36.14,4.41,6.58,Fashion,Footwear
ORD002854,2023-06-14,2023-06-17,C02257,P0080,South,2,79.02,0.25,118.53,11.26,11.99,Home & Kitchen,Furniture
ORD002855,2019-01-27,2019-01-30,C02801,P0066,North,2,222.52,0.15,378.28,15.73,6.56,Electronics,Wearable
ORD002856,2022-09-15,2022-09-16,C02224,P0037,North,1,292.77,0.0,292.77,18.93,50.25,Electronics,Mobile
ORD002857,2022-11-02,2022-11-04,C01032,P0012,Central,1,36.14,0.1,32.53,5.37,3.45,Fashion,Footwear
ORD002858,2022-11-28,2022-12-01,C01159,P0043,North,1,226.01,0.1,203.41,16.27,4.15,Electronics,Laptop
ORD002859,2020-08-05,2020-08-09,C00962,P0013,North,1,39.86,0.05,37.87,0.96,10.29,Fashion,Footwear
ORD002860,2023-05-18,2023-05-19,C01774,P0029,Central,1,19.12,0.0,19.12,3.12,2.93,Fashion,Accessories
ORD002861,2019-09-21,2019-10-01,C02346,P0004,Central,3,55.09,0.0,165.27,3.16,56.15,Fashion,Clothing
ORD002862,2020-04-04,2020-04-07,C01497,P0024,West,1,101.61,0.05,96.53,2.84,31.85,Fashion,Accessories
ORD002863,2024-05-07,2024-05-10,C02470,P0034,West,1,256.12,0.15,217.7,17.98,27.56,Electronics,Mobile
ORD002864,2023-07-28,2023-07-29,C01988,P0068,North,1,231.1,0.0,231.1,17.6,18.68,Electronics,Wearable
ORD002865,2019-02-09,2019-02-12,C01977,P0037,West,1,292.77,0.0,292.77,16.04,53.14,Electronics,Mobile
ORD002866,2020-08-23,2020-08-25,C02690,P0038,South,1,249.72,0.0,249.72,19.24,48.44,Electronics,Mobile
ORD002867,2020-05-17,2020-05-21,C02071,P0015,East,2,57.34,0.05,108.95,4.75,21.61,Fashion,Footwear
ORD002868,2020-10-17,2020-10-21,C02538,P0003,East,1,46.53,0.1,41.88,9.03,-0.61,Fashion,Clothing
ORD002869,2020-08-21,2020-08-28,C02822,P0084,East,1,132.52,0.0,132.52,4.88,36.52,Home & Kitchen,Cookware
ORD002870,2019-06-30,2019-07-01,C02968,P0023,Central,2,129.54,0.0,259.08,5.44,62.5,Fashion,Accessories
ORD002871,2021-11-16,2021-11-19,C00193,P0075,Central,2,90.93,0.15,154.58,8.53,16.7,Home & Kitchen,Furniture
ORD002872,2023-07-10,2023-07-17,C01607,P0102,South,1,108.96,0.1,98.06,4.62,22.59,Home & Kitchen,Bedding
ORD002873,2022-10-22,2022-10-23,C01207,P0047,Central,1,253.46,0.0,253.46,10.87,53.28,Electronics,Laptop
ORD002874,2023-01-19,2023-01-22,C00144,P0015,North,1,57.34,0.4,34.4,11.23,-10.09,Fashion,Footwear
ORD002875,2019-08-22,2019-08-25,C02289,P0070,West,2,263.41,0.0,526.82,19.3,107.82,Electronics,Wearable
ORD002876,2024-11-08,2024-11-09,C00641,P0067,East,1,253.54,0.0,253.54,19.06,24.92,Electronics,Wearable
ORD002877,2024-01-16,2024-01-23,C00180,P0018,West,2,88.74,0.0,177.48,3.09,56.49,Fashion,Footwear
